1,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.490,2022-08-04 15:37:48.490,1
2,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.490,2022-08-04 15:37:48.490,1
3,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
4,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
5,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
6,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
7,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
10,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
11,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
14,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
16,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
21,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
22,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
29,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
31,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
37,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
39,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.503,2022-08-04 15:37:48.503,1
44,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
46,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
49,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
50,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
56,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
57,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
58,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
59,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
60,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
61,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
62,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
63,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
64,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
65,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
66,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
67,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.520,2022-08-04 15:37:48.520,1
69,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
70,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
71,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
72,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
74,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
77,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
78,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
79,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
91,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
92,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
137,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
144,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
158,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
159,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
168,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
172,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
208,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
209,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
248,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.537,2022-08-04 15:37:48.537,1
279,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
324,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
354,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
378,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
379,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
391,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
392,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
408,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
409,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
411,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
430,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
444,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
450,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
456,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
512,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
951,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
974,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
1108,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.550,2022-08-04 15:37:48.550,1
1418,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
1621,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2046,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2048,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2049,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2050,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2052,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2053,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2056,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2057,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2060,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2061,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2062,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2070,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.567,2022-08-04 15:37:48.567,1
2077,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
2079,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
2083,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
2086,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3001,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3002,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3004,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3005,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3024,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3025,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3026,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3027,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3028,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3029,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
3030,05F97ECF-98C2-43D8-9024-DA923195B969,1,1,1,1,1,2022-08-04 15:37:48.583,2022-08-04 15:37:48.583,1
